[m1],[m2],[m3],[k1],[k2],[k3]
7928,23844,23403,6048090.256,13389864.06,26962226.11
7928,23844,23403,6048090.256,13389864.06,26962226.11
7928,23844,23403,6048090.256,13389864.06,26962226.11
7928,23844,23403,6048090.256,13389864.06,26962226.11
7928,23844,23403,6048090.256,13389864.06,26962226.11
7052,5698,5095,484894.1473,1205959.316,11631268
7052,5698,5095,484894.1473,1205959.316,11631268
7052,5698,5095,484894.1473,1205959.316,11631268
7052,5698,5095,484894.1473,1205959.316,11631268
7052,5698,5095,484894.1473,1205959.316,11631268
8425,21217,18966,14338026.13,10309907.21,1189728.618
8425,21217,18966,14338026.13,10309907.21,1189728.618
8425,21217,18966,14338026.13,10309907.21,1189728.618
8425,21217,18966,14338026.13,10309907.21,1189728.618
8425,21217,18966,14338026.13,10309907.21,1189728.618
21478,7093,18963,154102656.7,15033469.17,6824235918
21478,7093,18963,154102656.7,15033469.17,6824235918
21478,7093,18963,154102656.7,15033469.17,6824235918
21478,7093,18963,154102656.7,15033469.17,6824235918
21478,7093,18963,154102656.7,15033469.17,6824235918
15455,28620,9904,1922415.803,29353479.16,111761676.7
15455,28620,9904,1922415.803,29353479.16,111761676.7
15455,28620,9904,1922415.803,29353479.16,111761676.7
15455,28620,9904,1922415.803,29353479.16,111761676.7
15455,28620,9904,1922415.803,29353479.16,111761676.7
17765,10159,25122,38568374.58,45380913.71,1464003654
17765,10159,25122,38568374.58,45380913.71,1464003654
17765,10159,25122,38568374.58,45380913.71,1464003654
17765,10159,25122,38568374.58,45380913.71,1464003654
17765,10159,25122,38568374.58,45380913.71,1464003654
5993,35444,44790,6776447.925,3120451.738,1146582.408
5993,35444,44790,6776447.925,3120451.738,1146582.408
5993,35444,44790,6776447.925,3120451.738,1146582.408
5993,35444,44790,6776447.925,3120451.738,1146582.408
5993,35444,44790,6776447.925,3120451.738,1146582.408
42122,11744,7201,991257.2019,33421097.76,378313.696
42122,11744,7201,991257.2019,33421097.76,378313.696
42122,11744,7201,991257.2019,33421097.76,378313.696
42122,11744,7201,991257.2019,33421097.76,378313.696
42122,11744,7201,991257.2019,33421097.76,378313.696
6598,22172,8716,4152657.306,22842063.91,2351944898
6598,22172,8716,4152657.306,22842063.91,2351944898
6598,22172,8716,4152657.306,22842063.91,2351944898
6598,22172,8716,4152657.306,22842063.91,2351944898
6598,22172,8716,4152657.306,22842063.91,2351944898
5302,17052,29302,109254095.2,59267171.94,3304629265
5302,17052,29302,109254095.2,59267171.94,3304629265
5302,17052,29302,109254095.2,59267171.94,3304629265
5302,17052,29302,109254095.2,59267171.94,3304629265
5302,17052,29302,109254095.2,59267171.94,3304629265
7100,35820,12110,6169172325,91277524.77,422666158.4
7100,35820,12110,6169172325,91277524.77,422666158.4
7100,35820,12110,6169172325,91277524.77,422666158.4
7100,35820,12110,6169172325,91277524.77,422666158.4
7100,35820,12110,6169172325,91277524.77,422666158.4
6662,5118,6586,5583668.054,2659496.529,108025523.3
6662,5118,6586,5583668.054,2659496.529,108025523.3
6662,5118,6586,5583668.054,2659496.529,108025523.3
6662,5118,6586,5583668.054,2659496.529,108025523.3
6662,5118,6586,5583668.054,2659496.529,108025523.3
27256,11973,16005,7471675.554,2543465.957,571555.0123
27256,11973,16005,7471675.554,2543465.957,571555.0123
27256,11973,16005,7471675.554,2543465.957,571555.0123
27256,11973,16005,7471675.554,2543465.957,571555.0123
27256,11973,16005,7471675.554,2543465.957,571555.0123
40775,48719,6871,2312627.646,794471.2949,1475080.194
40775,48719,6871,2312627.646,794471.2949,1475080.194
40775,48719,6871,2312627.646,794471.2949,1475080.194
40775,48719,6871,2312627.646,794471.2949,1475080.194
40775,48719,6871,2312627.646,794471.2949,1475080.194
12464,25832,33357,10103155.73,3673136.845,104432410.5
12464,25832,33357,10103155.73,3673136.845,104432410.5
12464,25832,33357,10103155.73,3673136.845,104432410.5
12464,25832,33357,10103155.73,3673136.845,104432410.5
12464,25832,33357,10103155.73,3673136.845,104432410.5
28382,36709,41700,119407139.4,563743526.8,1608401821
28382,36709,41700,119407139.4,563743526.8,1608401821
28382,36709,41700,119407139.4,563743526.8,1608401821
28382,36709,41700,119407139.4,563743526.8,1608401821
28382,36709,41700,119407139.4,563743526.8,1608401821
12767,31050,10064,1801156.469,4158926.816,24924863.56
12767,31050,10064,1801156.469,4158926.816,24924863.56
12767,31050,10064,1801156.469,4158926.816,24924863.56
12767,31050,10064,1801156.469,4158926.816,24924863.56
12767,31050,10064,1801156.469,4158926.816,24924863.56
22832,13624,28857,120141624.5,7242663.599,349010.779
22832,13624,28857,120141624.5,7242663.599,349010.779
22832,13624,28857,120141624.5,7242663.599,349010.779
22832,13624,28857,120141624.5,7242663.599,349010.779
22832,13624,28857,120141624.5,7242663.599,349010.779
12955,21282,15770,633779.2072,3227364.608,11034291.53
12955,21282,15770,633779.2072,3227364.608,11034291.53
12955,21282,15770,633779.2072,3227364.608,11034291.53
12955,21282,15770,633779.2072,3227364.608,11034291.53
12955,21282,15770,633779.2072,3227364.608,11034291.53
38257,18846,8404,8634757.865,9849839.07,8580068.863
38257,18846,8404,8634757.865,9849839.07,8580068.863
38257,18846,8404,8634757.865,9849839.07,8580068.863
38257,18846,8404,8634757.865,9849839.07,8580068.863
38257,18846,8404,8634757.865,9849839.07,8580068.863
11239,20737,10577,21557422.07,80605214.75,152438155.7
11239,20737,10577,21557422.07,80605214.75,152438155.7
11239,20737,10577,21557422.07,80605214.75,152438155.7
11239,20737,10577,21557422.07,80605214.75,152438155.7
11239,20737,10577,21557422.07,80605214.75,152438155.7
39393,16497,8772,81554522.28,417761556.5,1767430.185
39393,16497,8772,81554522.28,417761556.5,1767430.185
39393,16497,8772,81554522.28,417761556.5,1767430.185
39393,16497,8772,81554522.28,417761556.5,1767430.185
39393,16497,8772,81554522.28,417761556.5,1767430.185
8420,8262,7242,5897871.553,67158099.64,1731327.186
8420,8262,7242,5897871.553,67158099.64,1731327.186
8420,8262,7242,5897871.553,67158099.64,1731327.186
8420,8262,7242,5897871.553,67158099.64,1731327.186
8420,8262,7242,5897871.553,67158099.64,1731327.186
20851,7554,45741,2184163907,129131837.2,55014571.25
20851,7554,45741,2184163907,129131837.2,55014571.25
20851,7554,45741,2184163907,129131837.2,55014571.25
20851,7554,45741,2184163907,129131837.2,55014571.25
20851,7554,45741,2184163907,129131837.2,55014571.25
10476,44244,27299,12181366.39,1340541.237,5543534.407
10476,44244,27299,12181366.39,1340541.237,5543534.407
10476,44244,27299,12181366.39,1340541.237,5543534.407
10476,44244,27299,12181366.39,1340541.237,5543534.407
10476,44244,27299,12181366.39,1340541.237,5543534.407
20397,12320,17338,5251451.275,4642282.035,373275.4264
20397,12320,17338,5251451.275,4642282.035,373275.4264
20397,12320,17338,5251451.275,4642282.035,373275.4264
20397,12320,17338,5251451.275,4642282.035,373275.4264
20397,12320,17338,5251451.275,4642282.035,373275.4264
18130,15413,16028,1654950.144,3571858.657,308753.6631
18130,15413,16028,1654950.144,3571858.657,308753.6631
18130,15413,16028,1654950.144,3571858.657,308753.6631
18130,15413,16028,1654950.144,3571858.657,308753.6631
18130,15413,16028,1654950.144,3571858.657,308753.6631
46478,5445,28727,139038049.3,40586967583,2313148499
46478,5445,28727,139038049.3,40586967583,2313148499
46478,5445,28727,139038049.3,40586967583,2313148499
46478,5445,28727,139038049.3,40586967583,2313148499
46478,5445,28727,139038049.3,40586967583,2313148499
17135,32629,7736,48117084.53,8477922318,349432063.2
17135,32629,7736,48117084.53,8477922318,349432063.2
17135,32629,7736,48117084.53,8477922318,349432063.2
17135,32629,7736,48117084.53,8477922318,349432063.2
17135,32629,7736,48117084.53,8477922318,349432063.2
18989,8618,18752,2451691.897,1287722.542,7361121.746
18989,8618,18752,2451691.897,1287722.542,7361121.746
18989,8618,18752,2451691.897,1287722.542,7361121.746
18989,8618,18752,2451691.897,1287722.542,7361121.746
18989,8618,18752,2451691.897,1287722.542,7361121.746
7831,14581,38954,30537595.97,26511014.84,303451568.1
7831,14581,38954,30537595.97,26511014.84,303451568.1
7831,14581,38954,30537595.97,26511014.84,303451568.1
7831,14581,38954,30537595.97,26511014.84,303451568.1
7831,14581,38954,30537595.97,26511014.84,303451568.1
32772,9780,39081,566242325.6,4972141.466,1666286923
32772,9780,39081,566242325.6,4972141.466,1666286923
32772,9780,39081,566242325.6,4972141.466,1666286923
32772,9780,39081,566242325.6,4972141.466,1666286923
32772,9780,39081,566242325.6,4972141.466,1666286923
9662,9867,19590,81694441.37,40410954.39,2193593.247
9662,9867,19590,81694441.37,40410954.39,2193593.247
9662,9867,19590,81694441.37,40410954.39,2193593.247
9662,9867,19590,81694441.37,40410954.39,2193593.247
9662,9867,19590,81694441.37,40410954.39,2193593.247
41687,24512,20459,37685236.87,924614.3996,184053292.1
41687,24512,20459,37685236.87,924614.3996,184053292.1
41687,24512,20459,37685236.87,924614.3996,184053292.1
41687,24512,20459,37685236.87,924614.3996,184053292.1
41687,24512,20459,37685236.87,924614.3996,184053292.1
22681,6771,13150,30706779.45,333269.3559,1472126.083
22681,6771,13150,30706779.45,333269.3559,1472126.083
22681,6771,13150,30706779.45,333269.3559,1472126.083
22681,6771,13150,30706779.45,333269.3559,1472126.083
22681,6771,13150,30706779.45,333269.3559,1472126.083
26281,30569,36765,1256320675,1960929158,1569433805
26281,30569,36765,1256320675,1960929158,1569433805
26281,30569,36765,1256320675,1960929158,1569433805
26281,30569,36765,1256320675,1960929158,1569433805
26281,30569,36765,1256320675,1960929158,1569433805
25379,9841,13754,12461615.24,956449.3016,387198.086
25379,9841,13754,12461615.24,956449.3016,387198.086
25379,9841,13754,12461615.24,956449.3016,387198.086
25379,9841,13754,12461615.24,956449.3016,387198.086
25379,9841,13754,12461615.24,956449.3016,387198.086
44491,13687,21906,3736747.023,2245685.496,5551377.825
44491,13687,21906,3736747.023,2245685.496,5551377.825
44491,13687,21906,3736747.023,2245685.496,5551377.825
44491,13687,21906,3736747.023,2245685.496,5551377.825
44491,13687,21906,3736747.023,2245685.496,5551377.825
5318,48411,5901,23211685180,173153061.2,5347250698
5318,48411,5901,23211685180,173153061.2,5347250698
5318,48411,5901,23211685180,173153061.2,5347250698
5318,48411,5901,23211685180,173153061.2,5347250698
5318,48411,5901,23211685180,173153061.2,5347250698
9244,18193,11608,830438.8497,4505137.532,32486325.03
9244,18193,11608,830438.8497,4505137.532,32486325.03
9244,18193,11608,830438.8497,4505137.532,32486325.03
9244,18193,11608,830438.8497,4505137.532,32486325.03
9244,18193,11608,830438.8497,4505137.532,32486325.03
33931,19280,6729,292481469.5,445230747.3,3222327702
33931,19280,6729,292481469.5,445230747.3,3222327702
33931,19280,6729,292481469.5,445230747.3,3222327702
33931,19280,6729,292481469.5,445230747.3,3222327702
33931,19280,6729,292481469.5,445230747.3,3222327702
9683,29442,11262,3022590.115,1132130891,711518874.1
9683,29442,11262,3022590.115,1132130891,711518874.1
9683,29442,11262,3022590.115,1132130891,711518874.1
9683,29442,11262,3022590.115,1132130891,711518874.1
9683,29442,11262,3022590.115,1132130891,711518874.1
7162,15633,32345,1003773.869,9759074.085,2517247.828
7162,15633,32345,1003773.869,9759074.085,2517247.828
7162,15633,32345,1003773.869,9759074.085,2517247.828
7162,15633,32345,1003773.869,9759074.085,2517247.828
7162,15633,32345,1003773.869,9759074.085,2517247.828
5834,19746,5112,2027530.022,424849739.5,508189872.1
5834,19746,5112,2027530.022,424849739.5,508189872.1
5834,19746,5112,2027530.022,424849739.5,508189872.1
5834,19746,5112,2027530.022,424849739.5,508189872.1
5834,19746,5112,2027530.022,424849739.5,508189872.1
18550,5234,10775,3312780883,48054711.5,1521003407
18550,5234,10775,3312780883,48054711.5,1521003407
18550,5234,10775,3312780883,48054711.5,1521003407
18550,5234,10775,3312780883,48054711.5,1521003407
18550,5234,10775,3312780883,48054711.5,1521003407
48660,32228,7790,594006458.9,36507864.62,10752091.44
48660,32228,7790,594006458.9,36507864.62,10752091.44
48660,32228,7790,594006458.9,36507864.62,10752091.44
48660,32228,7790,594006458.9,36507864.62,10752091.44
48660,32228,7790,594006458.9,36507864.62,10752091.44
41975,5148,13238,40973692.35,207440.5408,2729638.17
41975,5148,13238,40973692.35,207440.5408,2729638.17
41975,5148,13238,40973692.35,207440.5408,2729638.17
41975,5148,13238,40973692.35,207440.5408,2729638.17
41975,5148,13238,40973692.35,207440.5408,2729638.17
14680,29413,12041,8743620.464,1182732166,22527650.57
14680,29413,12041,8743620.464,1182732166,22527650.57
14680,29413,12041,8743620.464,1182732166,22527650.57
14680,29413,12041,8743620.464,1182732166,22527650.57
14680,29413,12041,8743620.464,1182732166,22527650.57
45923,18501,35517,31796742.41,1575675.165,4650959.908
45923,18501,35517,31796742.41,1575675.165,4650959.908
45923,18501,35517,31796742.41,1575675.165,4650959.908
45923,18501,35517,31796742.41,1575675.165,4650959.908
45923,18501,35517,31796742.41,1575675.165,4650959.908
7003,5606,10727,11531412.3,10576614.59,1110244.414
7003,5606,10727,11531412.3,10576614.59,1110244.414
7003,5606,10727,11531412.3,10576614.59,1110244.414
7003,5606,10727,11531412.3,10576614.59,1110244.414
7003,5606,10727,11531412.3,10576614.59,1110244.414
41401,19793,34672,1356432.518,11448057.36,41292227.84
41401,19793,34672,1356432.518,11448057.36,41292227.84
41401,19793,34672,1356432.518,11448057.36,41292227.84
41401,19793,34672,1356432.518,11448057.36,41292227.84
41401,19793,34672,1356432.518,11448057.36,41292227.84
33587,26871,11426,1085977.88,4408503.726,227674.763
33587,26871,11426,1085977.88,4408503.726,227674.763
33587,26871,11426,1085977.88,4408503.726,227674.763
33587,26871,11426,1085977.88,4408503.726,227674.763
33587,26871,11426,1085977.88,4408503.726,227674.763
14232,24465,35388,75009174.36,6254775.441,475418.6675
14232,24465,35388,75009174.36,6254775.441,475418.6675
14232,24465,35388,75009174.36,6254775.441,475418.6675
14232,24465,35388,75009174.36,6254775.441,475418.6675
14232,24465,35388,75009174.36,6254775.441,475418.6675
26595,6824,12997,1.38204E+13,27482567834,53153519376
26595,6824,12997,1.38204E+13,27482567834,53153519376
26595,6824,12997,1.38204E+13,27482567834,53153519376
26595,6824,12997,1.38204E+13,27482567834,53153519376
26595,6824,12997,1.38204E+13,27482567834,53153519376
27252,26028,38317,32652426.81,2591898615,52772915.56
27252,26028,38317,32652426.81,2591898615,52772915.56
27252,26028,38317,32652426.81,2591898615,52772915.56
27252,26028,38317,32652426.81,2591898615,52772915.56
27252,26028,38317,32652426.81,2591898615,52772915.56
37598,9234,9598,1818947.484,1693877.888,16931323.78
37598,9234,9598,1818947.484,1693877.888,16931323.78
37598,9234,9598,1818947.484,1693877.888,16931323.78
37598,9234,9598,1818947.484,1693877.888,16931323.78
37598,9234,9598,1818947.484,1693877.888,16931323.78
45431,11322,18474,2402382.866,1745021.63,500648113.4
45431,11322,18474,2402382.866,1745021.63,500648113.4
45431,11322,18474,2402382.866,1745021.63,500648113.4
45431,11322,18474,2402382.866,1745021.63,500648113.4
45431,11322,18474,2402382.866,1745021.63,500648113.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
47779,12441,21726,2004817.793,29773911.51,197793630.4
33404,8394,8374,943013.669,313246.0345,93477178.71
33404,8394,8374,943013.669,313246.0345,93477178.71
33404,8394,8374,943013.669,313246.0345,93477178.71
33404,8394,8374,943013.669,313246.0345,93477178.71
33404,8394,8374,943013.669,313246.0345,93477178.71
25238,8481,11270,710659826.8,625162410.2,1363615232
25238,8481,11270,710659826.8,625162410.2,1363615232
25238,8481,11270,710659826.8,625162410.2,1363615232
25238,8481,11270,710659826.8,625162410.2,1363615232
25238,8481,11270,710659826.8,625162410.2,1363615232
13697,5514,6060,813251.9079,10370344.38,1428194.052
13697,5514,6060,813251.9079,10370344.38,1428194.052
13697,5514,6060,813251.9079,10370344.38,1428194.052
13697,5514,6060,813251.9079,10370344.38,1428194.052
13697,5514,6060,813251.9079,10370344.38,1428194.052
20080,21927,31165,802867.0741,7140429.333,59021705.21
20080,21927,31165,802867.0741,7140429.333,59021705.21
20080,21927,31165,802867.0741,7140429.333,59021705.21
20080,21927,31165,802867.0741,7140429.333,59021705.21
20080,21927,31165,802867.0741,7140429.333,59021705.21
24335,38471,24255,1117745693,1791445761,862951741.1
24335,38471,24255,1117745693,1791445761,862951741.1
24335,38471,24255,1117745693,1791445761,862951741.1
24335,38471,24255,1117745693,1791445761,862951741.1
24335,38471,24255,1117745693,1791445761,862951741.1
6342,17108,19333,53556066.36,32934849.21,244419.467
6342,17108,19333,53556066.36,32934849.21,244419.467
6342,17108,19333,53556066.36,32934849.21,244419.467
6342,17108,19333,53556066.36,32934849.21,244419.467
6342,17108,19333,53556066.36,32934849.21,244419.467
30028,28621,18552,51341884.58,1074243.699,26809242.1
30028,28621,18552,51341884.58,1074243.699,26809242.1
30028,28621,18552,51341884.58,1074243.699,26809242.1
30028,28621,18552,51341884.58,1074243.699,26809242.1
30028,28621,18552,51341884.58,1074243.699,26809242.1
43854,41909,24695,12411154.05,249954347.3,15539096.92
43854,41909,24695,12411154.05,249954347.3,15539096.92
43854,41909,24695,12411154.05,249954347.3,15539096.92
43854,41909,24695,12411154.05,249954347.3,15539096.92
43854,41909,24695,12411154.05,249954347.3,15539096.92
23947,6233,31812,1215321.198,3111293.849,1708995.589
23947,6233,31812,1215321.198,3111293.849,1708995.589
23947,6233,31812,1215321.198,3111293.849,1708995.589
23947,6233,31812,1215321.198,3111293.849,1708995.589
23947,6233,31812,1215321.198,3111293.849,1708995.589
5560,20009,7366,14677799.37,17785358.88,372056979.2
5560,20009,7366,14677799.37,17785358.88,372056979.2
5560,20009,7366,14677799.37,17785358.88,372056979.2
5560,20009,7366,14677799.37,17785358.88,372056979.2
5560,20009,7366,14677799.37,17785358.88,372056979.2
7605,17514,15114,1870881.645,40683744.66,1932530.428
7605,17514,15114,1870881.645,40683744.66,1932530.428
7605,17514,15114,1870881.645,40683744.66,1932530.428
7605,17514,15114,1870881.645,40683744.66,1932530.428
7605,17514,15114,1870881.645,40683744.66,1932530.428
5150,10308,45183,91063635.58,4111557.371,5470273.004
5150,10308,45183,91063635.58,4111557.371,5470273.004
5150,10308,45183,91063635.58,4111557.371,5470273.004
5150,10308,45183,91063635.58,4111557.371,5470273.004
5150,10308,45183,91063635.58,4111557.371,5470273.004
30047,8960,36314,29425470084,181782375.8,3596172672
30047,8960,36314,29425470084,181782375.8,3596172672
30047,8960,36314,29425470084,181782375.8,3596172672
30047,8960,36314,29425470084,181782375.8,3596172672
30047,8960,36314,29425470084,181782375.8,3596172672
38048,7883,31512,391761179.1,552768629.9,229295963.4
38048,7883,31512,391761179.1,552768629.9,229295963.4
38048,7883,31512,391761179.1,552768629.9,229295963.4
38048,7883,31512,391761179.1,552768629.9,229295963.4
38048,7883,31512,391761179.1,552768629.9,229295963.4
17590,7277,5370,8232259.33,143325.4375,2407702.684
17590,7277,5370,8232259.33,143325.4375,2407702.684
17590,7277,5370,8232259.33,143325.4375,2407702.684
17590,7277,5370,8232259.33,143325.4375,2407702.684
17590,7277,5370,8232259.33,143325.4375,2407702.684
14355,36570,49713,45427444.57,14108097,100072159.2
14355,36570,49713,45427444.57,14108097,100072159.2
14355,36570,49713,45427444.57,14108097,100072159.2
14355,36570,49713,45427444.57,14108097,100072159.2
14355,36570,49713,45427444.57,14108097,100072159.2
15767,9804,34624,11909974.9,2149585.149,932024.5837
15767,9804,34624,11909974.9,2149585.149,932024.5837
15767,9804,34624,11909974.9,2149585.149,932024.5837
15767,9804,34624,11909974.9,2149585.149,932024.5837
15767,9804,34624,11909974.9,2149585.149,932024.5837
25835,13368,26315,3399266.451,2484113.663,220088165.7
25835,13368,26315,3399266.451,2484113.663,220088165.7
25835,13368,26315,3399266.451,2484113.663,220088165.7
25835,13368,26315,3399266.451,2484113.663,220088165.7
25835,13368,26315,3399266.451,2484113.663,220088165.7
7550,8065,23032,6944227.497,3378950.554,4705855.079
7550,8065,23032,6944227.497,3378950.554,4705855.079
7550,8065,23032,6944227.497,3378950.554,4705855.079
7550,8065,23032,6944227.497,3378950.554,4705855.079
7550,8065,23032,6944227.497,3378950.554,4705855.079
41087,7600,6418,39464696.54,7935779091,96753325.51
41087,7600,6418,39464696.54,7935779091,96753325.51
41087,7600,6418,39464696.54,7935779091,96753325.51
41087,7600,6418,39464696.54,7935779091,96753325.51
41087,7600,6418,39464696.54,7935779091,96753325.51
17804,25379,13908,15774703.74,7283755.701,111965477.6
17804,25379,13908,15774703.74,7283755.701,111965477.6
17804,25379,13908,15774703.74,7283755.701,111965477.6
17804,25379,13908,15774703.74,7283755.701,111965477.6
17804,25379,13908,15774703.74,7283755.701,111965477.6
25284,20881,17920,4263932.631,169031501.9,4481839.169
25284,20881,17920,4263932.631,169031501.9,4481839.169
25284,20881,17920,4263932.631,169031501.9,4481839.169
25284,20881,17920,4263932.631,169031501.9,4481839.169
25284,20881,17920,4263932.631,169031501.9,4481839.169
30718,11881,35409,3135665.554,13287865.68,58581847.18
30718,11881,35409,3135665.554,13287865.68,58581847.18
30718,11881,35409,3135665.554,13287865.68,58581847.18
30718,11881,35409,3135665.554,13287865.68,58581847.18
30718,11881,35409,3135665.554,13287865.68,58581847.18
44898,9037,9552,5022518.027,13764112.39,1412399.746
44898,9037,9552,5022518.027,13764112.39,1412399.746
44898,9037,9552,5022518.027,13764112.39,1412399.746
44898,9037,9552,5022518.027,13764112.39,1412399.746
44898,9037,9552,5022518.027,13764112.39,1412399.746
8789,22906,11215,4568886.052,7758326.561,439252053.3
8789,22906,11215,4568886.052,7758326.561,439252053.3
8789,22906,11215,4568886.052,7758326.561,439252053.3
8789,22906,11215,4568886.052,7758326.561,439252053.3
8789,22906,11215,4568886.052,7758326.561,439252053.3
47761,10933,42102,3897171.117,847914.938,3546958.428
47761,10933,42102,3897171.117,847914.938,3546958.428
47761,10933,42102,3897171.117,847914.938,3546958.428
47761,10933,42102,3897171.117,847914.938,3546958.428
47761,10933,42102,3897171.117,847914.938,3546958.428
6256,19300,15768,66567617.62,540612.6438,2374731.043
6256,19300,15768,66567617.62,540612.6438,2374731.043
6256,19300,15768,66567617.62,540612.6438,2374731.043
6256,19300,15768,66567617.62,540612.6438,2374731.043
6256,19300,15768,66567617.62,540612.6438,2374731.043
14877,12671,13273,1088199.693,4880557.988,2857652.267
14877,12671,13273,1088199.693,4880557.988,2857652.267
14877,12671,13273,1088199.693,4880557.988,2857652.267
14877,12671,13273,1088199.693,4880557.988,2857652.267
14877,12671,13273,1088199.693,4880557.988,2857652.267
49162,36729,7559,2590263.528,3397500.124,356817.4956
49162,36729,7559,2590263.528,3397500.124,356817.4956
49162,36729,7559,2590263.528,3397500.124,356817.4956
49162,36729,7559,2590263.528,3397500.124,356817.4956
49162,36729,7559,2590263.528,3397500.124,356817.4956
12343,21658,8025,1022440482,16477311.62,5294089897
12343,21658,8025,1022440482,16477311.62,5294089897
12343,21658,8025,1022440482,16477311.62,5294089897
12343,21658,8025,1022440482,16477311.62,5294089897
12343,21658,8025,1022440482,16477311.62,5294089897
25638,8558,8479,6735744.34,67671115.19,134840.0892
25638,8558,8479,6735744.34,67671115.19,134840.0892
25638,8558,8479,6735744.34,67671115.19,134840.0892
25638,8558,8479,6735744.34,67671115.19,134840.0892
25638,8558,8479,6735744.34,67671115.19,134840.0892
30626,27543,12955,234343238.3,198966305.5,3034820.689
30626,27543,12955,234343238.3,198966305.5,3034820.689
30626,27543,12955,234343238.3,198966305.5,3034820.689
30626,27543,12955,234343238.3,198966305.5,3034820.689
30626,27543,12955,234343238.3,198966305.5,3034820.689
28376,10185,7725,812711.4341,202481463.3,98068516.44
28376,10185,7725,812711.4341,202481463.3,98068516.44
28376,10185,7725,812711.4341,202481463.3,98068516.44
28376,10185,7725,812711.4341,202481463.3,98068516.44
28376,10185,7725,812711.4341,202481463.3,98068516.44
6267,36389,43121,7037623.68,1254823702,862285775.7
6267,36389,43121,7037623.68,1254823702,862285775.7
6267,36389,43121,7037623.68,1254823702,862285775.7
6267,36389,43121,7037623.68,1254823702,862285775.7
6267,36389,43121,7037623.68,1254823702,862285775.7
5039,6756,16056,34017824.15,162035871.4,948561.9583
5039,6756,16056,34017824.15,162035871.4,948561.9583
5039,6756,16056,34017824.15,162035871.4,948561.9583
5039,6756,16056,34017824.15,162035871.4,948561.9583
5039,6756,16056,34017824.15,162035871.4,948561.9583
5924,34857,19792,6738445.479,19586035.71,2522818.084
5924,34857,19792,6738445.479,19586035.71,2522818.084
5924,34857,19792,6738445.479,19586035.71,2522818.084
5924,34857,19792,6738445.479,19586035.71,2522818.084
5924,34857,19792,6738445.479,19586035.71,2522818.084
40979,27468,13564,15872758.03,4145304.624,175278.4689
40979,27468,13564,15872758.03,4145304.624,175278.4689
40979,27468,13564,15872758.03,4145304.624,175278.4689
40979,27468,13564,15872758.03,4145304.624,175278.4689
40979,27468,13564,15872758.03,4145304.624,175278.4689
22653,7671,16334,7464010170,256179222.3,8496359.786
22653,7671,16334,7464010170,256179222.3,8496359.786
22653,7671,16334,7464010170,256179222.3,8496359.786
22653,7671,16334,7464010170,256179222.3,8496359.786
22653,7671,16334,7464010170,256179222.3,8496359.786
8187,9014,6141,432287.2478,2020036.711,1258576.877
8187,9014,6141,432287.2478,2020036.711,1258576.877
8187,9014,6141,432287.2478,2020036.711,1258576.877
8187,9014,6141,432287.2478,2020036.711,1258576.877
8187,9014,6141,432287.2478,2020036.711,1258576.877
11403,11774,13280,10762924.6,90627115.91,1789445.954
11403,11774,13280,10762924.6,90627115.91,1789445.954
11403,11774,13280,10762924.6,90627115.91,1789445.954
11403,11774,13280,10762924.6,90627115.91,1789445.954
11403,11774,13280,10762924.6,90627115.91,1789445.954
7221,10926,47739,1119411937,497950848.7,18254820.71
7221,10926,47739,1119411937,497950848.7,18254820.71
7221,10926,47739,1119411937,497950848.7,18254820.71
7221,10926,47739,1119411937,497950848.7,18254820.71
7221,10926,47739,1119411937,497950848.7,18254820.71
26108,7424,16547,14478058.01,6911599.281,329304.4306
26108,7424,16547,14478058.01,6911599.281,329304.4306
26108,7424,16547,14478058.01,6911599.281,329304.4306
26108,7424,16547,14478058.01,6911599.281,329304.4306
26108,7424,16547,14478058.01,6911599.281,329304.4306
42311,8044,17403,38712362.73,2080701.432,1535602.897
42311,8044,17403,38712362.73,2080701.432,1535602.897
42311,8044,17403,38712362.73,2080701.432,1535602.897
42311,8044,17403,38712362.73,2080701.432,1535602.897
42311,8044,17403,38712362.73,2080701.432,1535602.897
5994,13522,15673,5616782.991,497117.3403,322758.6767
5994,13522,15673,5616782.991,497117.3403,322758.6767
5994,13522,15673,5616782.991,497117.3403,322758.6767
5994,13522,15673,5616782.991,497117.3403,322758.6767
5994,13522,15673,5616782.991,497117.3403,322758.6767
32198,19155,39480,2102820816,60388476104,22521454573
32198,19155,39480,2102820816,60388476104,22521454573
32198,19155,39480,2102820816,60388476104,22521454573
32198,19155,39480,2102820816,60388476104,22521454573
32198,19155,39480,2102820816,60388476104,22521454573
13215,13945,19877,14068107.47,1434123.66,427196.1345
13215,13945,19877,14068107.47,1434123.66,427196.1345
13215,13945,19877,14068107.47,1434123.66,427196.1345
13215,13945,19877,14068107.47,1434123.66,427196.1345
13215,13945,19877,14068107.47,1434123.66,427196.1345
23351,28970,33818,5416356.734,1216179.837,4844678.386
23351,28970,33818,5416356.734,1216179.837,4844678.386
23351,28970,33818,5416356.734,1216179.837,4844678.386
23351,28970,33818,5416356.734,1216179.837,4844678.386
23351,28970,33818,5416356.734,1216179.837,4844678.386
12151,8028,30427,8334784.605,5260468.394,42787240
